home_off_k,home_off_bb,home_off_chit,home_off_hr,away_off_k,away_off_bb,away_off_chit,away_off_hr,home_sp_k,home_sp_bb,home_sp_chit,home_sp_stam,away_sp_k,away_sp_bb,away_sp_chit,away_sp_stam,home_pen_k,home_pen_bb,home_pen_chit,away_pen_k,away_pen_bb,away_pen_chit,park_runs,park_hr,sim_home_wp,sim_total,home_won,actual_total,date
0.2105059514001658,0.09799385194142023,0.31400644840056263,0.14859630227747544,0.22976954854039328,0.07897113563780739,0.3293661294405077,0.13318499160326208,0.23232019310392865,0.07148980055184151,0.3033280781075606,24.0,0.20005168366357387,0.0787507907760532,0.36494911313458994,24.0,0.21769244905246954,0.08556683803159293,0.30401273842182824,0.20304248371824976,0.09338584778297515,0.3409070838137611,100,101,0.7166666666666667,9.273333333333333,1,9,2026-06-15
0.21188890778063868,0.10520597531007335,0.3288305288975447,0.1629086752957826,0.20657509423424786,0.09089226637726323,0.312431338815468,0.12973961439002496,0.20380298976622635,0.0817831524311023,0.3094107547152929,21.0,0.1735080776183695,0.06237550264422148,0.30365682484968726,24.0,0.2450920815529532,0.09530889295845996,0.3126646853174041,0.22565598341786455,0.091742886759279,0.31335991563503984,99,105,0.6033333333333334,9.86,1,7,2026-06-15
0.2064189436688392,0.0765952121290609,0.3105631595300462,0.12492447932305967,0.2094789116122811,0.09346333063948947,0.3044781859727781,0.13312533319421366,0.2273199251699862,0.07828930564952889,0.30637502076289214,22.5,0.29210624408253005,0.09278297261838342,0.33119569501827617,24.0,0.23007356121511296,0.0881175362547391,0.29609880880239325,0.23788992896903643,0.09362502912927224,0.31008296134159197,108,97,0.56,8.303333333333333,0,7,2026-06-16
0.21558225293244251,0.08398251039856591,0.32031718978830365,0.13929322295713703,0.213564980536408,0.09193145247305307,0.30635091501677547,0.14326687875601815,0.19337755615936814,0.08598488624046993,0.30613513034607703,24.0,0.21742171896314244,0.09148501654224346,0.2946536168540813,24.0,0.21794627304784991,0.09468802308813662,0.3087840740881409,0.25011289945558085,0.09402814916108052,0.30015341233323606,98,96,0.5333333333333333,7.923333333333333,1,5,2026-06-16
0.21571381367921771,0.08613669033111447,0.31980520203275137,0.15449078513460016,0.21714138993513482,0.09121294100536997,0.307236845805267,0.1225355779736325,0.2515637102014235,0.07646365898304508,0.3268866345917971,25.0,0.2037646447065366,0.09639454489787455,0.2921411609818201,18.0,0.2417187967519661,0.08238180744976742,0.32715037025278393,0.23537265531970253,0.10405881953839681,0.2884603134845508,101,106,0.51,9.05,1,10,2026-06-16
0.2080310091499523,0.0857697971409115,0.3161851461832266,0.14571475062031752,0.19941154722770982,0.08377292624086978,0.3260556249097919,0.12999683913781737,0.21793531659293985,0.09556810004746455,0.31109240520853443,24.0,0.18462752916576886,0.08006049356559558,0.3210954420421793,25.0,0.23872763331565336,0.086500863086837,0.29754350034609145,0.19934106195045692,0.1030026401545886,0.3107345735632222,100,101,0.5266666666666666,9.856666666666667,0,9,2026-06-16
0.2335564569600303,0.09250131568605013,0.32023810309979883,0.16043385323685924,0.22134752267697821,0.09065165866787309,0.3195626258731201,0.14766214673851386,0.2011689046888523,0.08056958620247703,0.32917775700782875,24.0,0.2229639066091091,0.10256859743150967,0.3300175838615772,23.0,0.21452856123733827,0.12080904425692926,0.30835064913639976,0.2330398203539313,0.08343696704498835,0.301987412090403,104,118,0.5433333333333333,11.03,1,8,2026-06-16
0.21134680177910845,0.09829359601600625,0.3108200244249706,0.1479051653468005,0.22517120285897294,0.08657814366526856,0.32416991194250927,0.13684941634973782,0.2283239040160789,0.08458710601189924,0.3299890719064543,23.0,0.2020406556514313,0.08781226345894451,0.2992326203285024,23.0,0.21926165236347106,0.08649644228153053,0.3036663367422747,0.20234693870671977,0.09637194426820221,0.3418529198557201,100,101,0.5933333333333334,9.836666666666666,0,7,2026-06-16
0.2185541516033113,0.08769700495220356,0.3151024088188712,0.156746409800708,0.22207458998532,0.09724257728343183,0.324370676538889,0.14641194551826678,0.25100563139252996,0.07001224696026495,0.3058938703308576,24.0,0.198663415855038,0.08238916388786312,0.30750200645009895,23.5,0.223569455658569,0.08843712036321673,0.3134428221297998,0.21974144072840235,0.09160462597248026,0.32084208666334,95,96,0.54,7.81,1,4,2026-06-16
0.20892521998790298,0.08519225950545753,0.3102363746298442,0.1450502456857766,0.21207895220281736,0.09030426386361075,0.31817749851670907,0.12861274136956774,0.22773574353378367,0.07665092223759853,0.2947715972891381,24.5,0.19678277462753313,0.07643960120987392,0.30413734688828387,25.0,0.18837777921189608,0.10035157754412247,0.3121438425458917,0.21069299853654888,0.10232286803329134,0.3196457029922175,100,101,0.5633333333333334,8.74,1,10,2026-06-16
0.22519920093075876,0.0951201825602707,0.31250332114752966,0.1512355610167467,0.21829148306492033,0.08972081313507747,0.31375079102266556,0.1486201221221749,0.21510506647519395,0.08281599962883925,0.30109684943014514,23.5,0.22518940033400708,0.07308859243755912,0.31490699777826137,25.0,0.2326617654576747,0.09198556888639879,0.3129157695555739,0.22172148651330403,0.1067568842032364,0.30054608666661164,99,110,0.59,8.613333333333333,1,14,2026-06-16
0.21329759821669095,0.08622768334425825,0.3118068817493516,0.13951859965890742,0.2100077325555956,0.0979991298577691,0.31917608946969883,0.12858394650572041,0.2557293305790442,0.0811301878753927,0.27277486295616293,20.0,0.23072472930573057,0.08634944618992545,0.30149614629380217,22.0,0.2457325484082898,0.09470468757094963,0.3108079579526596,0.22620214124682925,0.09161049329570126,0.3126647102361108,99,105,0.6333333333333333,8.16,1,9,2026-06-17
0.21639480009757897,0.08703774884813106,0.32200531092566054,0.1517938806107819,0.20829972239763805,0.08914411192532862,0.3180560170986175,0.12648135077929448,0.19652144932026083,0.08529272053775902,0.33822507790282774,22.0,0.19379529946835977,0.06800248190122596,0.3086253646567921,26.0,0.2422734937257045,0.08200689446276571,0.32766394043119473,0.23532735825000373,0.10384277208370357,0.28620541515000353,101,106,0.52,9.783333333333333,0,16,2026-06-17
0.20499650445227688,0.09645960597059333,0.32302275402344793,0.15027515937753397,0.2151673578353287,0.09293384517877296,0.31665390897507273,0.1347500533774285,0.19311579045302396,0.07766436427675985,0.32125840046637766,23.0,0.24224018396937141,0.07048248183560196,0.3172146897403117,23.0,0.2252403443096822,0.09715580969311263,0.3218776853228808,0.22807344467688248,0.1048437056449156,0.3066757200123272,96,96,0.5,8.903333333333334,0,16,2026-06-17
0.21943166434131373,0.08598661322874229,0.32781030206547607,0.15379198240509734,0.21691449827411294,0.08594349079729607,0.3160974421853113,0.14309229587367597,0.2362519121049999,0.09976072742390896,0.28382176376936247,25.0,0.20863700892668308,0.08774558649232443,0.30040747939852325,23.0,0.23299131374264956,0.09142549254230581,0.311853857141582,0.22188443997347912,0.1069443446999036,0.3028293338754339,99,110,0.63,8.59,1,15,2026-06-17
0.21574868847141845,0.0893968828978241,0.3155173959226276,0.153583133720636,0.21783185058959634,0.09595954065555427,0.3205535806992261,0.141280949787504,0.22436013002959998,0.06896378705826398,0.3368792669710605,24.0,0.2303032750388299,0.1030821802565689,0.33778037505880687,22.0,0.223844294606148,0.08805138585252063,0.3129313391447097,0.2187522441253589,0.09233179993437243,0.3208864868627113,95,96,0.5666666666666667,8.543333333333333,0,8,2026-06-17
0.20966531770572483,0.0932822316285876,0.3191538202280748,0.14940453804752996,0.2311362349860879,0.08537582525529956,0.3206414733280269,0.1477304180957489,0.2177207609419376,0.09451178159894634,0.2899789332178712,25.0,0.2338277889931471,0.07306587919080612,0.30945062962339465,24.0,0.230355744783651,0.10762752224160654,0.3033707224025294,0.21427220057107274,0.09611684109844315,0.31662082939032776,99,101,0.6233333333333333,8.726666666666667,1,6,2026-06-17
